Entity;Metric;Date/Time;Value;;Entity;Metric;Date/Time;Value;;Entity;Metric;Date/Time;Value
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);31/01/2022 14:08;3;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);31/01/2022 14:08;14;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);31/01/2022 14:08;5.849315068
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);31/01/2022 20:23;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);31/01/2022 20:23;12;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);31/01/2022 20:23;4.5
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);1/02/2022 2:38;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);1/02/2022 2:38;13;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);1/02/2022 2:38;3.771428571
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);1/02/2022 8:53;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);1/02/2022 8:53;11;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);1/02/2022 8:53;4.166666667
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);1/02/2022 15:08;4;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);1/02/2022 15:08;15;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);1/02/2022 15:08;6.571428571
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);1/02/2022 21:23;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);1/02/2022 21:23;13;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);1/02/2022 21:23;5.166666667
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);2/02/2022 3:38;2;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);2/02/2022 3:38;12;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);2/02/2022 3:38;4.647887324
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);2/02/2022 9:53;3;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);2/02/2022 9:53;15;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);2/02/2022 9:53;5.333333333
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);2/02/2022 16:08;4;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);2/02/2022 16:08;16;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);2/02/2022 16:08;6.714285714
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);2/02/2022 22:23;3;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);2/02/2022 22:23;11;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);2/02/2022 22:23;4.333333333
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);3/02/2022 4:38;3;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);3/02/2022 4:38;10;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);3/02/2022 4:38;4.323943662
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);3/02/2022 10:53;3;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);3/02/2022 10:53;12;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);3/02/2022 10:53;5
RNEC-MSG-01.registraduria.gov.co;Minimum CPU Load (%);3/02/2022 17:08;4;;RNEC-MSG-01.registraduria.gov.co;Peak CPU Load (%);3/02/2022 17:08;12;;RNEC-MSG-01.registraduria.gov.co;Average CPU Load (%);3/02/2022 17:08;5.666666667
